Autor;Titel;OCR-Absatz;Passage;Aussage;Code des Typs;Annotator*in;Anmerkung;E1;Relation;E2;POST
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;17;"Das Theater der Frühaufklärung ist zum einen durch die neo-klassizistischen Tragödien von Voltaire und Crébillon père gekennzeichnet; die Komödie, die etwa <e1>Lesage</e1><rel> („Turcaret“, 1709) im ersten Jahrzehnt des 18. Jh. noch der satirischen </rel><e2>Darstellung des Finanzsystems</e2> unter Ludwig XIV. diente, ist in der Frühaufklärung durch die Ausprägung von zwei 'Tendenzen gekennzeichnet.";Alain-René Lesage topicInterest Ökonomie;topicInterest;SH;;Lesage; („Turcaret“, 1709) im ersten Jahrzehnt des 18. Jh. noch der satirischen ;Darstellung des Finanzsystems;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;17;"Das Theater der Frühaufklärung ist zum einen durch die neo-klassizistischen Tragödien von Voltaire und Crébillon père gekennzeichnet; die Komödie, die etwa Lesage („<e1>Turcaret</e1><rel>, 1709) im ersten Jahrzehnt des 18. Jh. noch der </rel><e2>satirischen Darstellung</e2> des Finanzsystems unter Ludwig XIV. diente, ist in der Frühaufklärung durch die Ausprägung von zwei 'Tendenzen gekennzeichnet.";Turcaret about Satire;about;SH;;Turcaret;, 1709) im ersten Jahrzehnt des 18. Jh. noch der ;satirischen Darstellung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;17;"Das Theater der Frühaufklärung ist zum einen durch die neo-klassizistischen Tragödien von Voltaire und Crébillon père gekennzeichnet; die Komödie, die etwa Lesage („<e1>Turcaret</e1><rel>“, 1709) im ersten Jahrzehnt des 18. Jh. noch der satirischen</rel> <e2>Darstellung des Finanzsystems</e2> unter Ludwig XIV. diente, ist in der Frühaufklärung durch die Ausprägung von zwei 'Tendenzen gekennzeichnet.";Turcaret about Ökonomie;about;SH;;Turcaret;“, 1709) im ersten Jahrzehnt des 18. Jh. noch der satirischen;Darstellung des Finanzsystems;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;17;Zum einen entsteht mit <e1>Marivaux</e1><rel>die psychologische </rel><e2>Liebeskomödie</e2> (z.B. „Le jeu de l’amour et du hasard“, 1730), zum anderen intendiert die Komödie eine moralisierende, auf Rührung und Empfindsamkeit sich gründende Wirkung, die Nivelle de la Chaussées comédie larmoyante repräsentiert (z.B. „Mêlanide“, 1741).;Pierre Carlet de Marivaux topicInterest Liebe;topicInterest;SH;;Marivaux;die psychologische ;Liebeskomödie;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;17;Zum einen entsteht mit Marivaux die psychologische <e2>Liebeskomödie</e2><rel>(z.B. „</rel><e1>Le jeu de l’amour et du hasard</e1>“, 1730), zum anderen intendiert die Komödie eine moralisierende, auf Rührung und Empfindsamkeit sich gründende Wirkung, die Nivelle de la Chaussées comédie larmoyante repräsentiert (z.B. „Mêlanide“, 1741).;Le jeu de l’amour et du hasard about Liebe;about;SH;;Le jeu de l’amour et du hasard;(z.B. „;Liebeskomödie;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;17;Zum einen entsteht mit Marivaux die psychologische Liebeskomödie (z.B. „Le jeu de l’amour et du hasard“, 1730), zum anderen intendiert die Komödie eine <e2>moralisierende, auf Rührung und Empfindsamkeit sich gründende Wirkung</e2><rel>, die</rel> <e1>Nivelle de la Chaussée</e1>s comédie larmoyante repräsentiert (z.B. „Mêlanide“, 1741).;Pierre-Claude Nivelle de La Chaussée topicInterest Moralisieren;topicInterest;SH;;Nivelle de la Chaussée;, die;moralisierende, auf Rührung und Empfindsamkeit sich gründende Wirkung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;17;Zum einen entsteht mit Marivaux die psychologische Liebeskomödie (z.B. „Le jeu de l’amour et du hasard“, 1730), zum anderen intendiert die Komödie eine moralisierende, auf Rührung und <e2>Empfindsamkeit</e2><rel>sich gründende Wirkung, die </rel><e1>Nivelle de la Chaussée</e1>s comédie larmoyante repräsentiert (z.B. „Mêlanide“, 1741).;Pierre-Claude Nivelle de La Chaussée topicInterest Empfindsamkeit;topicInterest;SH;;Nivelle de la Chaussée;sich gründende Wirkung, die ;Empfindsamkeit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;17;Zum einen entsteht mit Marivaux die psychologische Liebeskomödie (z.B. „Le jeu de l’amour et du hasard“, 1730), zum anderen intendiert die Komödie eine <e2>moralisierende, auf Rührung und Empfindsamkeit sich gründende Wirkung</e2><rel>, die Nivelle de la Chaussées comédie larmoyante repräsentiert (z.B. „</rel><e1>Mêlanide</e1>“, 1741).;Mêlanide about Moralisieren;about;SH;;Mêlanide;, die Nivelle de la Chaussées comédie larmoyante repräsentiert (z.B. „;moralisierende, auf Rührung und Empfindsamkeit sich gründende Wirkung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;17;Zum einen entsteht mit Marivaux die psychologische Liebeskomödie (z.B. „Le jeu de l’amour et du hasard“, 1730), zum anderen intendiert die Komödie eine moralisierende, auf Rührung und <e2>Empfindsamkeit</e2><rel>sich gründende Wirkung, die Nivelle de la Chaussées comédie larmoyante repräsentiert (z.B. „</rel><e1>Mêlanide</e1>“, 1741).;Mêlanide about Empfindsamkeit;about;SH;;Mêlanide;sich gründende Wirkung, die Nivelle de la Chaussées comédie larmoyante repräsentiert (z.B. „;Empfindsamkeit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;18;"Thematisch dominiert einerseits die <e2>religöse Dichtung</e2><rel>, die etwa </rel><e1>Racine</e1>s Sohn Louis -der sich in seinem Gedicht „La religion“ (1742) gegen Bayle, Locke und Pope richtet - oder Jean Baptiste Rousseau verfassen; andererseits stellt Voltaire die Dichtung bereits in den Dienst seiner Kampagne gegen Intoleranz und Machtmißbrauch.";Louis Racine topicInterest Religion;topicInterest;SH;;Racine;, die etwa ;religöse Dichtung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;18;"Thematisch dominiert einerseits die religö-se Dichtung, die etwa Racines Sohn Louis -der sich in seinem Gedicht „La religion“ (1742) gegen Bayle, Locke und Pope richtet - oder Jean Baptiste Rousseau verfassen; andererseits stellt <e1>Voltaire</e1><rel>die Dichtung bereits in den Dienst seiner Kampagne gegen</rel><e2>Intoleranz </e2> und Machtmißbrauch.";Voltaire topicInterest Toleranz*;topicInterest;SH;*schließt Intoleranz ein;Voltaire;die Dichtung bereits in den Dienst seiner Kampagne gegen ;Intoleranz;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;18;"Thematisch dominiert einerseits die religö-se Dichtung, die etwa Racines Sohn Louis -der sich in seinem Gedicht „La religion“ (1742) gegen Bayle, Locke und Pope richtet - oder Jean Baptiste Rousseau verfassen; andererseits stellt <e1>Voltaire</e1><rel>die Dichtung bereits in den Dienst seiner Kampagne gegen Intoleranz und </rel><e2>Machtmißbrauch</e2>.";Voltaire topicInterest Machtmissbrauch;topicInterest;SH;;Voltaire;die Dichtung bereits in den Dienst seiner Kampagne gegen Intoleranz und ;Machtmißbrauch;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;19;Die <e2>Infragestellung</e2> <rel>des absolutistischen Staatssystems findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „De l’esprit des lois“ (1748), in der er eine demokratische Regierungsform und die Gewaltenteilung als Grundlage aller modernen Rechtsstaaten propagiert, wodurch</rel> <e1>Montesquieu</e1> zu einem der maßgeblichen Wegbereiter der Verfassungen der französischen Revolution zählt.;Montesquieu topicInterest Kritik*;topicInterest;SH;*Infragestellung;Montesquieu;des absolutistischen Staatssystems findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „De l’esprit des lois“ (1748), in der er eine demokratische Regierungsform und die Gewaltenteilung als Grundlage aller modernen Rechtsstaaten propagiert, wodurch;Infragestellung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;19;Die Infragestellung des absolutistischen <e2>Staatssystems</e2><rel>findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „De l’esprit des lois“ (1748), in der er eine demokratische Regierungsform und die Gewaltenteilung als Grundlage aller modernen Rechtsstaaten propagiert, wodurch </rel><e1>Montesquieu</e1> zu einem der maßgeblichen Wegbereiter der Verfassungen der französischen Revolution zählt.;Montesquieu topicInterest Staat;topicInterest;SH;;Montesquieu;findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „De l’esprit des lois“ (1748), in der er eine demokratische Regierungsform und die Gewaltenteilung als Grundlage aller modernen Rechtsstaaten propagiert, wodurch ;Staatssystems;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;19;Die Infragestellung des absolutistischen Staatssystems findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „De l’esprit des lois“ (1748), in der er eine <e2>demokratische Regierungsform</e2><rel>und die Gewaltenteilung als Grundlage aller modernen Rechtsstaaten propagiert, wodurch </rel><e1>Montesquieu</e1> zu einem der maßgeblichen Wegbereiter der Verfassungen der französischen Revolution zählt.;Montesquieu topicInterest Demokratie;topicInterest;SH;;Montesquieu;und die Gewaltenteilung als Grundlage aller modernen Rechtsstaaten propagiert, wodurch ;demokratische Regierungsform;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;19;Die <e2>Infragestellung</e2><rel> des absolutistischen Staatssystems findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „</rel><e1>De l’esprit des lois</e1>“ (1748), in der er eine demokratische Regierungsform und die Gewaltenteilung als Grundlage aller modernen Rechtsstaaten propagiert, wodurch Montesquieu zu einem der maßgeblichen Wegbereiter der Verfassungen der französischen Revolution zählt.;De l’esprit des lois about Kritik;about;SH;;De l’esprit des lois; des absolutistischen Staatssystems findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „;Infragestellung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;19;Die Infragestellung des absolutistischen <e2>Staatssystems</e2><rel>findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „</rel><e1>De l’esprit des lois</e1>“ (1748), in der er eine demokratische Regierungsform und die Gewaltenteilung als Grundlage aller modernen Rechtsstaaten propagiert, wodurch Montesquieu zu einem der maßgeblichen Wegbereiter der Verfassungen der französischen Revolution zählt.;De l’esprit des lois about Staat;about;SH;;De l’esprit des lois;findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „;Staatssystems;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;19;Die Infragestellung des absolutistischen Staatssystems findet ihre erste umfangreiche und grundlegende Ausgestaltung in Mon-tesquieus politisch-philosophischer Schrift „<e1>De l’esprit des lois</e1><rel> (1748), in der er eine </rel><e2>demokratische Regierungsform</e2> und die Gewaltenteilung als Grundlage aller modernen Rechtsstaaten propagiert, wodurch Montesquieu zu einem der maßgeblichen Wegbereiter der Verfassungen der französischen Revolution zählt.;De l’esprit des lois about Demokratie;about;SH;;De l’esprit des lois; (1748), in der er eine ;demokratische Regierungsform;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Schon der Titel ist Programm - „<e1>Encyclopédie</e1><rel>ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen </rel><e2>Naturwissenschaft</e2> ,Medizin, Technik, Geschichte, Ökonomie, Politik, Geographie, Kultur sowie die handwerklichen und technischen Berufe (métiers) nicht nur allgemeinverständlich verbreiten will, sondern durch die wissenschaftlich fundierte Behandlung der Themen auch tradierte Fehlinformationen und Irrtümer entlarven will.;Encyclopédie about Wissenschaft;about;SH;;Encyclopédie;ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen ;Naturwissenschaft;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Schon der Titel ist Programm - „<e1>Encyclopédie</e1><rel>ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, </rel><e2>Medizin</e2>, Technik, Geschichte, Ökonomie, Politik, Geographie, Kultur sowie die handwerklichen und technischen Berufe (métiers) nicht nur allgemeinverständlich verbreiten will, sondern durch die wissenschaftlich fundierte Behandlung der Themen auch tradierte Fehlinformationen und Irrtümer entlarven will.;Encyclopédie about Medizin;about;SH;;Encyclopédie;ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, ;Medizin;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Schon der Titel ist Programm - „<e1>Encyclopédie</e1><rel>ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, </rel><e2>Technik</e2>, Geschichte, Ökonomie, Politik, Geographie, Kultur sowie die handwerklichen und technischen Berufe (métiers) nicht nur allgemeinverständlich verbreiten will, sondern durch die wissenschaftlich fundierte Behandlung der Themen auch tradierte Fehlinformationen und Irrtümer entlarven will.;Encyclopédie about Technik;about;SH;;Encyclopédie;ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, ;Technik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Schon der Titel ist Programm - „<e1>Encyclopédie</e1><rel>ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, </rel><e2>Geschichte</e2>, Ökonomie, Politik, Geographie, Kultur sowie die handwerklichen und technischen Berufe (métiers) nicht nur allgemeinverständlich verbreiten will, sondern durch die wissenschaftlich fundierte Behandlung der Themen auch tradierte Fehlinformationen und Irrtümer entlarven will.;Encyclopédie about Geschichte;about;SH;;Encyclopédie;ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, ;Geschichte;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Schon der Titel ist Programm - „<e1>Encyclopédie</e1><rel>ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, Geschichte, </rel><e2>Ökonomie</e2>, Politik, Geographie, Kultur sowie die handwerklichen und technischen Berufe (métiers) nicht nur allgemeinverständlich verbreiten will, sondern durch die wissenschaftlich fundierte Behandlung der Themen auch tradierte Fehlinformationen und Irrtümer entlarven will.;Encyclopédie about Ökonomie;about;SH;;Encyclopédie;ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, Geschichte, ;Ökonomie;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Schon der Titel ist Programm - „<e1>Encyclopédie</e1><rel>ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, Geschichte, Ökonomie, </rel><e2>Politik</e2>, Geographie, Kultur sowie die handwerklichen und technischen Berufe (métiers) nicht nur allgemeinverständlich verbreiten will, sondern durch die wissenschaftlich fundierte Behandlung der Themen auch tradierte Fehlinformationen und Irrtümer entlarven will.;Encyclopédie about Politik;about;SH;;Encyclopédie;ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, Geschichte, Ökonomie, ;Politik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Schon der Titel ist Programm - „<e1>Encyclopédie</e1><rel>ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, Geschichte, Ökonomie, Politik, </rel><e2>Geographie</e2>, Kultur sowie die handwerklichen und technischen Berufe (métiers) nicht nur allgemeinverständlich verbreiten will, sondern durch die wissenschaftlich fundierte Behandlung der Themen auch tradierte Fehlinformationen und Irrtümer entlarven will.;Encyclopédie about Geographie;about;SH;;Encyclopédie;ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, Geschichte, Ökonomie, Politik, ;Geographie;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Schon der Titel ist Programm - „<e1>Encyclopédie</e1><rel>ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, Geschichte, Ökonomie, Politik, Geographie, </rel><e2>Kultur</e2> sowie die handwerklichen und technischen Berufe (métiers) nicht nur allgemeinverständlich verbreiten will, sondern durch die wissenschaftlich fundierte Behandlung der Themen auch tradierte Fehlinformationen und Irrtümer entlarven will.;Encyclopédie about Kultur;about;SH;;Encyclopédie;ou Dictionnaire raisonné des sciences, des arts et des métiers, par une société de gens de lettres“ -, da das Lexikon das gesamte, zu der Zeit verfügbare Wissen aus den Bereichen Naturwissenschaft, Medizin, Technik, Geschichte, Ökonomie, Politik, Geographie, ;Kultur;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Neben der Verfolgung und Inhaftierung einzelner Mitarbeiter von staatlicher Seite bekämpfen aber auch die anti-philosophes die „<e2>Encyclopédie</e2><rel> und ihre Mitarbeiter in der zeitgenössischen Presse und insbesondere in der „</rel><e1>Année littéraire</e1>“ von Fréron.;Année littéraire about Encyclopédie;about;SH;;Année littéraire; und ihre Mitarbeiter in der zeitgenössischen Presse und insbesondere in der „;Encyclopédie;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;Neben der Verfolgung und Inhaftierung einzelner Mitarbeiter von staatlicher Seite bekämpfen aber auch die anti-philosophes die „<e2>Encyclopédie</e2><rel> und ihre Mitarbeiter in der zeitgenössischen Presse und insbesondere in der „Année littéraire“ von </rel><e1>Fréron</e1>.;Louis-Marie Stanislas Fréron topicInterest Encyclopédie;topicInterest;SH;;Fréron; und ihre Mitarbeiter in der zeitgenössischen Presse und insbesondere in der „Année littéraire“ von ;Encyclopédie;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin <e1>Voltaire</e1><rel> weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen</rel><e2> Intoleranz</e2>, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines philosophisch-antitheologischen Geschichtskonzepts beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Voltaire topicInterest Toleranz;topicInterest;SH;;Voltaire; weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen ;Intoleranz;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin <e1>Voltaire</e1><rel> weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, </rel><e2>Korruption</e2>, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines philosophisch-antitheologischen Geschichtskonzepts beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Voltaire topicInterest Korruption;topicInterest;SH;;Voltaire; weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, ;Korruption;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin <e1>Voltaire</e1><rel> weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, </rel><e2>Ungerechtigkeit</e2> und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines philosophisch-antitheologischen Geschichtskonzepts beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Voltaire topicInterest Ungerechtigkeit;topicInterest;SH;;Voltaire; weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, ;Ungerechtigkeit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin <e1>Voltaire</e1><rel>, weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und </rel><e2>Amtsmißbrauch</e2> polemisiert, sondern weil er maßgeblich zur Etablierung eines philosophisch-antitheologischen Geschichtskonzepts beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Voltaire topicInterest Machtmissbrauch;topicInterest;SH;*Amtsmissbrauch;Voltaire;, weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und ;Amtsmißbrauch;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin <e1>Voltaire</e1><rel> weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines </rel><e2>philosophisch-antitheologischen Geschichtskonzepts</e2> beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Voltaire topicInterest Philosophie;topicInterest;SH;;Voltaire; weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines ;philosophisch-antitheologischen Geschichtskonzepts;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin <e1>Voltaire</e1><rel> weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines philosophisch-antitheologischen </rel><e2>Geschichtskonzepts</e2> beiträgt („Le siècle de Louis XIV“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Voltaire topicInterest Geschichte;topicInterest;SH;;Voltaire; weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines philosophisch-antitheologischen ;Geschichtskonzepts;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;21;"Als Symbol der Aufklärung gilt auch weiterhin Voltaire, weil er mit seinem Schlachtruf „Ecrasez l’Infäme“ nicht nur in seinem literarischen Œuvre gegen Intoleranz, Korruption, Willkür, Ungerechtigkeit und Amtsmißbrauch polemisiert, sondern weil er maßgeblich zur Etablierung eines <e2>philosophischantitheologischen Geschichtskonzepts</e2><rel> beiträgt („</rel><e1>Le siècle de Louis XIV</e1>“, 1752; „Essai sur l’histoire générale et sur les mœurs et l’esprit des nations depuis Charlemagne jusqu’à nos jours“, 1756) und sowohl in seinen philosophischen Werken („Dictionnaire philosophique portatif“, 1764; „Questions sur ['Encyclopédie“, 1770-72) als auch in zahllosen Protest-, Spott- und Kampfschriften politische und soziale Mißstände anprangert.";Le siècle de Louis XIV about Philosophie;about;SH;;Le siècle de Louis XIV; beiträgt („;philosophisch-antitheologischen Geschichtskonzepts;RSU
