Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung
75;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;574;[Rétif de la Bretonne, seiner Herkunft nach burgundischer Bauer, hatte seine Kenntnisse über die bäuerlichen Sitten wie auch über die Lebensweise der unteren Schichten der Pariser Bevölkerung aus der Erfahrung bezogen. „Von allen unseren Schriftstellern bin ich der Einzige, der das Volk kennt“, meinte er von sich.] Er beteiligt die Öffentlichkeit an seinem Werk, indem er sich von ihr in Briefen Material liefern läßt, das er oft kaum modifiziert. Daß er dadurch aus den ewigen Anfeindungen nicht herauskommt, stört ihn wenig.;?* ArticulatesNegativeJudgement Rétif de la Bretonne;ArticulatesNegativeJudgement;SH;;relation out of scope;;L: No subj
76;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;574-575;Als Schüler und überzeugter Anhänger Rousseaus teilt er mit diesem neben dem weltanschaulichen Standpunkt auch die plebejisch-demokratische Gesinnung, die in seinen Werken in mannigfaltiger Weise ihren Niederschlag findet.;Rétif de la Bretonne IsRelatedTo Jean-Jacques Rousseau;IsRelatedTo;SH;Not Found;relation out of scope;Not Found;L: No subj
77;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;574-575;Als Schüler und überzeugter Anhänger Rousseaus teilt er mit diesem neben dem weltanschaulichen Standpunkt auch die plebejisch-demokratische Gesinnung, die in seinen Werken in mannigfaltiger Weise ihren Niederschlag findet.;Rétif de la Bretonne InfluencedBy Jean-Jacques Rousseau*;InfluencedBy;SH;Not Found;relation out of scope;Not Found;L: No subj
78;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;574-575;Als Schüler und überzeugter Anhänger Rousseaus teilt er mit diesem neben dem weltanschaulichen Standpunkt auch die plebejisch-demokratische Gesinnung, die in seinen Werken in mannigfaltiger Weise ihren Niederschlag findet.;Rétif de la Bretonne political ideology „Demokratie“;political ideology;SH;Not Found;relation out of scope;;L: No subj
79;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;574-575;Als Schüler und überzeugter Anhänger <e1>Rousseau</e1><rel>s teilt er mit diesem neben dem weltanschaulichen Standpunkt auch die plebejisch-</rel><e2>demokratische Gesinnung</e2>, die in seinen Werken in mannigfaltiger Weise ihren Niederschlag findet.;Jean-Jacques Rousseau political ideology „Demokratie“;political ideology;SH;Rousseau;s teilt er mit diesem neben dem weltanschaulichen Standpunkt auch die plebejisch;demokratische Gesinnung;
80;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;In seinem literarischen Schaffen grenzt er sich entschieden von den traditionellen Romanen ab, die auf einer vom Autor erfundenen <e2>Fabel</e2> beruhen.;Rétif de la Bretonne IsOpposedTo Fabel;IsOpposedTo;SH;Not Found;relation out of scope;Fabel;L: No subj
81;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;Hingegen betont er den <e2>dokumentarischen Charakter</e2> seiner Werke: „Ich unterscheide mich ganz und gar von anderen Romanschriftstellern, die ihren Romanen eine Fabel zugrunde legen. Ich bringe nur wahre Tatsachen und lasse mich von ihnen beherrschen. Ich werde nie eine Täuschung vorbringen können.“;Werke Rétifs describedAs dokumentarisch;describedAs;SH;Not Found;relation out of scope;dokumentarischen Charakter;L: No subj
82;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;Hingegen betont er den dokumentarischen Charakter seiner Werke: „Ich unterscheide mich ganz und gar von anderen Romanschriftstellern, die ihren Romanen eine <e2>Fabel</e2> zugrunde legen. Ich bringe nur wahre Tatsachen und lasse mich von ihnen beherrschen. Ich werde nie eine Täuschung vorbringen können.“;Rétif de la Bretonne IsOpposedTo Fabel;IsOpposedTo;SH;Not Found;relation out of scope;Fabel;L: No subj
83;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;Hingegen betont er den dokumentarischen Charakter seiner Werke: „Ich unterscheide mich ganz und gar von anderen Romanschriftstellern, die ihren Romanen eine Fabel zugrunde legen. Ich bringe nur wahre Tatsachen und lasse mich von ihnen beherrschen. Ich werde nie eine <e2>Täuschung</e2> vorbringen können.“;Rétif de la Bretonne ArticulatesNegativeJudgement Täuschung;ArticulatesNegativeJudgement;SH;Not Found;relation out of scope;Täuschung;L: No subj
84;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;Seine Erkenntnis, daß die individuellen Schicksale von äußeren Ereignissen, von gesellschaftlichen Faktoren bestimmt werden, ist eine der Voraussetzungen dafür, daß <e1>Rétif</e1> <rel>in seinen Werken den</rel> <e2>sozialen Details</e2> besondere Aufmerksamkeit schenkt.;Rétif de la Bretonne describedAs sozial detailliert *;describedAs;SH;Rétif;in seinen Werken den;sozialen Details;L: No subj
85;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;[Seine Erkenntnis, daß die individuellen Schicksale von äußeren Ereignissen, von gesellschaftlichen Faktoren bestimmt werden, ist eine der Voraussetzungen dafür, daß <e1>Rétif</e1> <rel>in seinen Werken den sozialen Details besondere Aufmerksamkeit schenkt.] In seinen</rel> <e2>Nuits de Paris</e2> (1788 bis 1794: „Nächte von Paris“), von denen er erwartet, daß sie einst, anno 2093, von den Franzosen als wichtigstes Quellenwerk der „Zeit vom Ende der Könige“ gelesen werden, finden wir Aufzeichnungen aus Kneipen und Billardstuben, Selbstgespräche und Dialoge von Betrunkenen, erfahren wir von seltsamen Berufen und Beschäftigungen, von Wiederverkäufern von Theaterkarten, Sammlern verlorengegangener Gegenstände usw. Wir werden genauestens über die Vermögensverhältnisse der Leute informiert.;Rétif de la Bretonne author Nuits de Paris;author;SH;Rétif;in seinen Werken den sozialen Details besondere Aufmerksamkeit schenkt.] In seinen;Nuits de Paris;L: No subj
86;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;[Seine Erkenntnis, daß die individuellen Schicksale von äußeren Ereignissen, von gesellschaftlichen Faktoren bestimmt werden, ist eine der Voraussetzungen dafür, daß Rétif in seinen Werken den sozialen Details besondere Aufmerksamkeit schenkt.] In seinen <e1>Nuits de Paris</e1><rel>(</rel><e2>1788</e2> bis 1794: „Nächte von Paris“), von denen er erwartet, daß sie einst, anno 2093, von den Franzosen als wichtigstes Quellenwerk der „Zeit vom Ende der Könige“ gelesen werden, finden wir Aufzeichnungen aus Kneipen und Billardstuben, Selbstgespräche und Dialoge von Betrunkenen, erfahren wir von seltsamen Berufen und Beschäftigungen, von Wiederverkäufern von Theaterkarten, Sammlern verlorengegangener Gegenstände usw. Wir werden genauestens über die Vermögensverhältnisse der Leute informiert.;Nuits de Paris date of publication 1788-1794;date of publication;SH;Nuits de Paris;relation out of scope;1788;
87;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;[Seine Erkenntnis, daß die individuellen Schicksale von äußeren Ereignissen, von gesellschaftlichen Faktoren bestimmt werden, ist eine der Voraussetzungen dafür, daß Rétif in seinen Werken den sozialen Details besondere Aufmerksamkeit schenkt.] In seinen <e1>Nuits de Paris</e1><rel>(1788 bis 1794: „Nächte von Paris“), von denen er erwartet, daß sie einst, anno 2093, von den Franzosen als wichtigstes Quellenwerk der „Zeit vom Ende der Könige“ gelesen werden, finden wir Aufzeichnungen aus Kneipen und Billardstuben, Selbstgespräche und Dialoge von Betrunkenen, erfahren wir von seltsamen Berufen und Beschäftigungen, von Wiederverkäufern von Theaterkarten, Sammlern verlorengegangener Gegenstände usw. Wir werden genauestens über die </rel><e2>Vermögensverhältnisse</e2> der Leute informiert.;Nuits de Paris main Subject Vermögenverhältnisse;main Subject;SH;Nuits de Paris;(1788 bis 1794: „Nächte von Paris“), von denen er erwartet, daß sie einst, anno 2093, von den Franzosen als wichtigstes Quellenwerk der „Zeit vom Ende der Könige“ gelesen werden, finden wir Aufzeichnungen aus Kneipen und Billardstuben, Selbstgespräche und Dialoge von Betrunkenen, erfahren wir von seltsamen Berufen und Beschäftigungen, von Wiederverkäufern von Theaterkarten, Sammlern verlorengegangener Gegenstände usw. Wir werden genauestens über die ;Vermögensverhältnisse;
88;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;[Seine Erkenntnis, daß die <e2>individuellen Schicksale</e2> <rel>von äußeren Ereignissen, von gesellschaftlichen Faktoren bestimmt werden, ist eine der Voraussetzungen dafür, daß Rétif in seinen Werken den sozialen Details besondere Aufmerksamkeit schenkt.] In seinen</rel> <e1>Nuits de Paris</e1> (1788 bis 1794: „Nächte von Paris“), von denen er erwartet, daß sie einst, anno 2093, von den Franzosen als wichtigstes Quellenwerk der „Zeit vom Ende der Könige“ gelesen werden, finden wir Aufzeichnungen aus Kneipen und Billardstuben, Selbstgespräche und Dialoge von Betrunkenen, erfahren wir von seltsamen Berufen und Beschäftigungen, von Wiederverkäufern von Theaterkarten, Sammlern verlorengegangener Gegenstände usw. Wir werden genauestens über die Vermögensverhältnisse der Leute informiert.;Nuits de Paris main Subject Volk;main Subject;SH;Nuits de Paris;von äußeren Ereignissen, von gesellschaftlichen Faktoren bestimmt werden, ist eine der Voraussetzungen dafür, daß Rétif in seinen Werken den sozialen Details besondere Aufmerksamkeit schenkt.] In seinen;individuellen Schicksale;
89;;;575;[Seine Erkenntnis, daß die <e2>individuellen Schicksale</e2> <rel>von äußeren Ereignissen, von gesellschaftlichen Faktoren bestimmt werden, ist eine der Voraussetzungen dafür, daß Rétif in seinen Werken den sozialen Details besondere Aufmerksamkeit schenkt.] In seinen</rel> <e1>Nuits de Paris</e1> (1788 bis 1794: „Nächte von Paris“), von denen er erwartet, daß sie einst, anno 2093, von den Franzosen als wichtigstes Quellenwerk der „Zeit vom Ende der Könige“ gelesen werden, finden wir Aufzeichnungen aus Kneipen und Billardstuben, Selbstgespräche und Dialoge von Betrunkenen, erfahren wir von seltsamen Berufen und Beschäftigungen, von Wiederverkäufern von Theaterkarten, Sammlern verlorengegangener Gegenstände usw. Wir werden genauestens über die Vermögensverhältnisse der Leute informiert.;Nuits de Paris main Subject Leben d. Menschen;main Subject;SH;Nuits de Paris;von äußeren Ereignissen, von gesellschaftlichen Faktoren bestimmt werden, ist eine der Voraussetzungen dafür, daß Rétif in seinen Werken den sozialen Details besondere Aufmerksamkeit schenkt.] In seinen;individuellen Schicksale;
90;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;Bisweilen finden wir bei <e1>Rétif</e1> <rel>einfach „Verschiedenes“, wie in der</rel> <e2>Zeitung</e2>: so wenn er berichtet, daß gerade eine Frau aus einem Fenster gestürzt, ein alter Mann von einem Wagen überfahren worden ist, dessen Kutscher flüchtig ist, daß ein Apotheker durch fahrlässige Aushändigung einer verkehrten Rezeptur einen Patienten umgebracht hat u.ä.;Rétif de la Bretonne IsComparedTo Zeitung;IsComparedTo;SH;Rétif;einfach „Verschiedenes“, wie in der;Zeitung;
91;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575;Bisweilen finden wir bei <e1>Rétif</e1> <rel>einfach „Verschiedenes“, wie in der Zeitung: so wenn er</rel> <e2>berichtet</e2>, daß gerade eine Frau aus einem Fenster gestürzt, ein alter Mann von einem Wagen überfahren worden ist, dessen Kutscher flüchtig ist, daß ein Apotheker durch fahrlässige Aushändigung einer verkehrten Rezeptur einen Patienten umgebracht hat u.ä.;Rétif de la Bretonne describedAs berichtend;describedAs;SH;Rétif;einfach „Verschiedenes“, wie in der Zeitung: so wenn er;berichtet;
92;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft <e2>Rétif</e2><rel>s umfaßt etwa sechzigtausend Seiten.] Die 1930 bis 1932 erschienene neunbändige Ausgabe von</rel> <e1>Henri Bachelin</e1> bietet daraus nur eine Auswahl der lesenswertesten Teile.;Henri Bachelin publisher* Rétif de la Bretonne;publisher;SH;Henri Bachelin;s umfaßt etwa sechzigtausend Seiten.] Die 1930 bis 1932 erschienene neunbändige Ausgabe von;Rétif;*Kann man dieses Prädikat mit zwei Personen verwenden? / Bachelin publisher Werke Rétifs?
93;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft <e1>Rétif</e1><rel>s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie</rel> <e2>Le Thesmographe</e2>, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Rétif de la Bretonne author Le Thesmographe;author;SH;Rétif;s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie;Le Thesmographe;
94;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft <e1>Rétif</e1><rel>s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe,</rel> <e2>Le Pornographe</e2>, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Rétif de la Bretonne author Le Pornographe;author;SH;Rétif;s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe;Le Pornographe;
95;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft <e1>Rétif</e1><rel>s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe,</rel> <e2>La Découverte australe</e2> („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Rétif de la Bretonne author La Découverte australe;author;SH;Rétif;s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe;La Découverte australe;
96;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft <e1>Rétif</e1><rel>s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem</rel> <e2>La vie de mon père</e2> („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Rétif de la Bretonne author La vie de mon père;author;SH;Rétif;s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem;La vie de mon père;
97;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft <e1>Rétif</e1><rel>s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“),</rel> <e2>Monsieur Nicolas, ou le coeur humain dévoilé</e2> (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Rétif de la Bretonne author Monsieur Nicolas, ou le coeur humain dévoilé;author;SH;Rétif;s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“),;Monsieur Nicolas, ou le coeur humain dévoilé;
98;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), <e1>Monsieur Nicolas, ou le coeur humain dévoilé</e1><rel>(</rel><e2>1696</e2>/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Monsieur Nicolas, ou le coeur humain dévoilé date of publication 1696/97P577;date of publication;SH;Monsieur Nicolas, ou le coeur humain dévoilé;relation out of scope;1696;
99;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft <e1>Rétif</e1><rel>s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie</rel> <e2>Le Ménage parisien</e2> („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Rétif de la Bretonne author Le Ménage parisien;author;SH;Rétif;"s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie";Le Ménage parisien;
100;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft <e1>Rétif</e1><rel>s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder</rel> <e2>Le Paysan perverti</e2> („Der verdorbene Bauer“).";Rétif de la Bretonne author Le Paysan perverti;author;SH;Rétif;"s umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale Reformprojekte wie Le Thesmographe, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder";Le Paysan perverti;
101;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen <e2>moralische</e2> <rel>und soziale Reformprojekte wie</rel> <e1>Le Thesmographe</e1>, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Le Thesmographe describedAs moralisch;describedAs;SH;Le Thesmographe;und soziale Reformprojekte wie;moralische;
102;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und <e2>soziale Reformprojekte</e2><rel>wie</rel> <e1>Le Thesmographe</e1>, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Le Thesmographe describedAs sozial;describedAs;SH;Le Thesmographe;wie;soziale Reformprojekte;
103;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;575-576;"[Die ungeheure und kaum überschaubare literarische Hinterlassenschaft Rétifs umfaßt etwa sechzigtausend Seiten. Die 1930 bis 1932 erschienene neunbändige Ausgabe von Henri Bachelin bietet daraus nur eine Auswahl der lesenswertesten Teile.] Zu seinen besten Werken zählen moralische und soziale <e2>Reformprojekte</e2> <rel>wie</rel> <e1>Le Thesmographe</e1>, Le Pornographe, La Découverte australe („Die australische Entdeckung“), autobiographische Werke, vor allem La vie de mon père („Das Leben meines Vaters“), Monsieur Nicolas, ou le coeur humain dévoilé (1696/97; „Monsieur Nicolas oder das entschleierte menschliche Herz“) und Romane wie Le Ménage parisien („Der Pariser Haushalt“) oder Le Paysan perverti („Der verdorbene Bauer“).";Le Thesmographe describedAs reformierend;describedAs;SH;Le Thesmographe;wie;Reformprojekte;
