Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;Anmerkung;E1;Relation;E2;POST
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;Montesquieu lässt in <e1>Lettres persanes</e1><rel>seinen Protagonisten Usbek auf die Frage nach dem Verhältnis von Glück und </rel><e2>Tugend</e2> eine Geschichte erzählen, die er mit den Worten einleitet: »[...] je n'ai pas cru devoir employer des raisonnements fort abstraits: il y a certaines verites qu'il ne suffit pas de persuader, mais qu'il faut encore faire sentir. Telles sont les verites de morale. Peut-etre que ce morceau d'histoire te touchera plus qu'une philosophie subtile« (Lettre XI).;Lettres persanes about Tugend;about;SH;;Lettres persanes;seinen Protagonisten Usbek auf die Frage nach dem Verhältnis von Glück und ;Tugend;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;[In ihr lässt sich, entlastet von tatsächlichen Konsequenzen, ästhetisch inszenieren und ausprobieren, was <e2>moralisch</e2><rel>und politisch (nicht) wünschenswert und was überhaupt moralisch relevant ist.] In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten </rel><e1>Diderot</e1>, insbesondere Le neveu de Rameau , aber auch die in Jacques le fa-taliste eingebetteten, ethisch oft in einen unauflösbaren Widerspruch mündenden Erzählungen, die >contes moraux< und ihr Pendant, die >contes immoraux<, und vor allem das Werk des Marquis de Sade, eine gewaltige und gewalttätige Verkehrung aufklärerischer Moral, die die literarischen Neuerungen der Aufklärung subversiv instrumentalisiert.;Denis Diderot topicInterest Moral;topicInterest;SH;;Diderot;und politisch (nicht) wünschenswert und was überhaupt moralisch relevant ist.] In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten ;moralisch;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;[In ihr lässt sich, entlastet von tatsächlichen Konsequenzen, ästhetisch inszenieren und ausprobieren, was <e2>moralisch</e2><rel>und politisch (nicht) wünschenswert und was überhaupt moralisch relevant ist.] In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten Diderot, insbesondere </rel><e1>Le neveu de Rameau</e1> , aber auch die in Jacques le fa-taliste eingebetteten, ethisch oft in einen unauflösbaren Widerspruch mündenden Erzählungen, die >contes moraux< und ihr Pendant, die >contes immoraux<, und vor allem das Werk des Marquis de Sade, eine gewaltige und gewalttätige Verkehrung aufklärerischer Moral, die die literarischen Neuerungen der Aufklärung subversiv instrumentalisiert.;Le neveu de Rameau about Moral;about;SH;;Le neveu de Rameau;und politisch (nicht) wünschenswert und was überhaupt moralisch relevant ist.] In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten Diderot, insbesondere ;moralisch;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;[In ihr lässt sich, entlastet von tatsächlichen Konsequenzen, ästhetisch inszenieren und ausprobieren, was <e2>moralisch</e2><rel>und politisch (nicht) wünschenswert und was überhaupt moralisch relevant ist.] In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten Diderot, insbesondere Le neveu de Rameau , aber auch die in </rel><e1>Jacques le</e1> fa-taliste eingebetteten, ethisch oft in einen unauflösbaren Widerspruch mündenden Erzählungen, die >contes moraux< und ihr Pendant, die >contes immoraux<, und vor allem das Werk des Marquis de Sade, eine gewaltige und gewalttätige Verkehrung aufklärerischer Moral, die die literarischen Neuerungen der Aufklärung subversiv instrumentalisiert.;Jacques le Fataliste about Moral;about;SH;;Jacques le;und politisch (nicht) wünschenswert und was überhaupt moralisch relevant ist.] In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten Diderot, insbesondere Le neveu de Rameau , aber auch die in ;moralisch;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;[In ihr lässt sich, entlastet von tatsächlichen Konsequenzen, ästhetisch inszenieren und ausprobieren, was <e2>moralisch</e2><rel>und politisch (nicht) wünschenswert und was überhaupt moralisch relevant ist.] In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten Diderot, insbesondere Le neveu de Rameau , aber auch die in Jacques le fa-taliste eingebetteten, ethisch oft in einen unauflösbaren Widerspruch mündenden Erzählungen, die >contes moraux< und ihr Pendant, die >contes immoraux<, und vor allem das Werk des </rel><e1>Marquis de Sade</e1>, eine gewaltige und gewalttätige Verkehrung aufklärerischer Moral, die die literarischen Neuerungen der Aufklärung subversiv instrumentalisiert.;Marquis de Sade topicInterest Moral;topicInterest;SH;;Marquis de Sade;und politisch (nicht) wünschenswert und was überhaupt moralisch relevant ist.] In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten Diderot, insbesondere Le neveu de Rameau , aber auch die in Jacques le fa-taliste eingebetteten, ethisch oft in einen unauflösbaren Widerspruch mündenden Erzählungen, die >contes moraux< und ihr Pendant, die >contes immoraux<, und vor allem das Werk des ;moralisch;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;[In ihr lässt sich, entlastet von tatsächlichen Konsequenzen, ästhetisch inszenieren und ausprobieren, was moralisch und politisch (nicht) wünschenswert und was überhaupt moralisch relevant ist.] In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten Diderot, insbesondere Le neveu de Rameau , aber auch die in Jacques le fa-taliste eingebetteten, ethisch oft in einen unauflösbaren Widerspruch mündenden Erzählungen, die >contes moraux< und ihr Pendant, die >contes immoraux<, und vor allem das Werk des <e1>Marquis de Sade</e1><rel> eine gewaltige und gewalttätige Verkehrung </rel><e2>aufklärerischer Moral</e2>, die die literarischen Neuerungen der Aufklärung subversiv instrumentalisiert.;Marquis de Sade topicInterest Aufklärung;topicInterest;SH;;Marquis de Sade; eine gewaltige und gewalttätige Verkehrung ;aufklärerischer Moral;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;Die kanonischen Gattungsvorbilder, allen voran die <e1>Confessiones</e1><rel>des Augustinus, aber auch die im 18. Jh. neu entdeckte Vita Benvenuto Cellinis, wirken in die </rel><e2>Autobiographik</e2> der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und erotische Memoirenliteratur der Frühaufklärung und andere Formen der (Pseudo-)Memorialistik.;Confessiones about Autobiographie;about;SH;Autobiographik;Confessiones;des Augustinus, aber auch die im 18. Jh. neu entdeckte Vita Benvenuto Cellinis, wirken in die ;Autobiographik;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;Die kanonischen Gattungsvorbilder, allen voran die <e1>Confessiones</e1><rel>des Augustinus, aber auch die im 18. Jh. neu entdeckte Vita Benvenuto Cellinis, wirken in die Autobiographik der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und </rel><e2>erotische Memoirenliteratur</e2> der Frühaufklärung und andere Formen der (Pseudo-)Memorialistik.;Confessiones about Erotik;about;SH;erotische Memoirenlit.;Confessiones;des Augustinus, aber auch die im 18. Jh. neu entdeckte Vita Benvenuto Cellinis, wirken in die Autobiographik der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und ;erotische Memoirenliteratur;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;Die kanonischen Gattungsvorbilder, allen voran die Confessiones des <e1>Augustinus</e1><rel> aber auch die im 18. Jh. neu entdeckte Vita Benvenuto Cellinis, wirken in die </rel><e2>Autobiographik</e2> der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und erotische Memoirenliteratur der Frühaufklärung und andere Formen der (Pseudo-)Memorialistik.;Augustinus topicInterest Autobiographie;topicInterest;SH;;Augustinus; aber auch die im 18. Jh. neu entdeckte Vita Benvenuto Cellinis, wirken in die ;Autobiographik;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;Die kanonischen Gattungsvorbilder, allen voran die Confessiones des <e1>Augustinus</e1><rel> aber auch die im 18. Jh. neu entdeckte Vita Benvenuto Cellinis, wirken in die Autobiographik der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und </rel><e2>erotische Memoirenliteratur</e2> der Frühaufklärung und andere Formen der (Pseudo-)Memorialistik.;Augustinus topicInterest Erotik;topicInterest;SH;;Augustinus; aber auch die im 18. Jh. neu entdeckte Vita Benvenuto Cellinis, wirken in die Autobiographik der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und ;erotische Memoirenliteratur;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;Die kanonischen Gattungsvorbilder, allen voran die Confessiones des Augustinus, aber auch die im 18. Jh. neu entdeckte <e1>Vita</e1><rel>Benvenuto Cellinis, wirken in die </rel><e2>Autobiographik</e2> der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und erotische Memoirenliteratur der Frühaufklärung und andere Formen der (Pseudo-)Memorialistik.;Vita about Autobiographie;about;SH;;Vita;Benvenuto Cellinis, wirken in die ;Autobiographik;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;Die kanonischen Gattungsvorbilder, allen voran die Confessiones des Augustinus, aber auch die im 18. Jh. neu entdeckte <e1>Vita</e1><rel>Benvenuto Cellinis, wirken in die Autobiographik der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und </rel><e2>erotische Memoirenliteratur</e2> der Frühaufklärung und andere Formen der (Pseudo-)Memorialistik.;Vita about Erotik;about;SH;;Vita;Benvenuto Cellinis, wirken in die Autobiographik der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und ;erotische Memoirenliteratur;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;Die kanonischen Gattungsvorbilder, allen voran die Confessiones des Augustinus, aber auch die im 18. Jh. neu entdeckte Vita <e1>Benvenuto Cellini</e1><rel>, wirken in die </rel><e2>Autobiographik</e2> der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und erotische Memoirenliteratur der Frühaufklärung und andere Formen der (Pseudo-)Memorialistik.;Benvenuto Cellini topicInterest Autobiographie;topicInterest;SH;;Benvenuto Cellini;, wirken in die ;Autobiographik;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;Die kanonischen Gattungsvorbilder, allen voran die Confessiones des Augustinus, aber auch die im 18. Jh. neu entdeckte Vita <e1>Benvenuto Cellini</e1><rel>, wirken in die Autobiographik der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und </rel><e2>erotische Memoirenliteratur</e2> der Frühaufklärung und andere Formen der (Pseudo-)Memorialistik.;Benvenuto Cellini topicInterest Erotik;topicInterest;SH;;Benvenuto Cellini;, wirken in die Autobiographik der Aufklärung ebenso hinein wie andererseits die fiktionale, pikareske und ;erotische Memoirenliteratur;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;In der <e2>autobiographischen Tradition</e2> im engeren Sinne stehen Rousseaus die weitere Gattungstradition (Alfieri, Goethe) dominierende Confessions (postum 1782/1788).;Jean-Jacques topicInterest Autobiographie;topicInterest;SH;;Not Foundz;;autobiographischen Tradition;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;219;In der <e2>autobiographischen Tradition</e2><rel>im engeren Sinne stehen Rousseaus die weitere Gattungstradition (Alfieri, Goethe) dominierende </rel><e1>Confessions</e1> (postum 1782/1788).;Confessions about Autobiographie;about;SH;;Confessions;im engeren Sinne stehen Rousseaus die weitere Gattungstradition (Alfieri, Goethe) dominierende ;autobiographischen Tradition;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;So veröffentlicht etwa <e1>Jean-Pierre Claris de Florian</e1><rel>1783 einen Pastoralroman, Galatée - im Anschluss an Cervantes und auch Bernardin de Saint-Pierre greift mit Paul et Virginie (1788), einer »espèce de pastorale«, </rel><e2>bukolische Motive</e2> auf. ;Jean-Pierre Claris de Florian topicInterest Bukolik*;topicInterest;SH;*neues Thema;Jean-Pierre Claris de Florian;1783 einen Pastoralroman, Galatée - im Anschluss an Cervantes und auch Bernardin de Saint-Pierre greift mit Paul et Virginie (1788), einer »espèce de pastorale«, ;bukolische Motive;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;So veröffentlicht etwa Jean-Pierre Claris de Florian 1783 einen Pastoralroman, <e1>Galatée</e1><rel>- im Anschluss an Cervantes und auch Bernardin de Saint-Pierre greift mit Paul et Virginie (1788), einer »espèce de pastorale«, </rel><e2>bukolische Motive</e2> auf. ;Galatée about Bukolik;about;SH;;Galatée;- im Anschluss an Cervantes und auch Bernardin de Saint-Pierre greift mit Paul et Virginie (1788), einer »espèce de pastorale«, ;bukolische Motive;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;So veröffentlicht etwa Jean-Pierre Claris de Florian 1783 einen Pastoralroman, Galatée - im Anschluss an Cervantes und auch <e1>Bernardin de Saint-Pierre</e1><rel>greift mit Paul et Virginie (1788), einer »espèce de pastorale«, </rel><e2>bukolische Motive</e2> auf. ;Bernardin de Saint-Pierre topicInterest Bukolik;topicInterest;SH;;Bernardin de Saint-Pierre;greift mit Paul et Virginie (1788), einer »espèce de pastorale«, ;bukolische Motive;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;So veröffentlicht etwa Jean-Pierre Claris de Florian 1783 einen Pastoralroman, Galatée - im Anschluss an Cervantes und auch Bernardin de Saint-Pierre greift mit <e1>Paul et Virginie</e1><rel>(1788), einer »espèce de pastorale«, </rel><e2>bukolische Motive</e2> auf. ;Paul et Virginie about Bukolik;about;SH;;Paul et Virginie;(1788), einer »espèce de pastorale«, ;bukolische Motive;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;In <e1>Rousseau</e1><rel> Julie ou La nouvelle Heloise (1761) zeigt sich deutlich, wie </rel><e2>Bukolik</e2> und Utopie einander überlagern.;Jean-Jacques Rousseau topicInterest Bukolik;topicInterest;SH;;Rousseau; Julie ou La nouvelle Heloise (1761) zeigt sich deutlich, wie ;Bukolik;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;In <e1>Rousseau</e1><rel> Julie ou La nouvelle Heloise (1761) zeigt sich deutlich, wie Bukolik und </rel><e2>Utopie</e2> einander überlagern.;Jean-Jacques Rousseau topicInterest Utopie;topicInterest;SH;;Rousseau; Julie ou La nouvelle Heloise (1761) zeigt sich deutlich, wie Bukolik und ;Utopie;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;In Rousseaus Julie ou <e1>La nouvelle</e1><rel>Heloise (1761) zeigt sich deutlich, wie </rel><e2>Bukolik</e2> und Utopie einander überlagern.;La Nouvelle Héloise about Bukolik;about;SH;;La nouvelle;Heloise (1761) zeigt sich deutlich, wie ;Bukolik;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;In Rousseaus Julie ou <e1>La nouvelle</e1><rel>Heloise (1761) zeigt sich deutlich, wie Bukolik und </rel><e2>Utopie</e2> einander überlagern.;La Nouvelle Héloise about Utopie;about;SH;;La nouvelle;Heloise (1761) zeigt sich deutlich, wie Bukolik und ;Utopie;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;Die Selbstthematisierung des <e2>Erzählens</e2><rel>ist auch in der kürzeren Erzählliteratur dokumentiert wie etwa in </rel><e1>Diderot</e1>s >conte< mit dem paradoxen Titel Ceci n’estpas un conte (1773).;Denis Diderot topicInterest Erzählung;topicInterest;SH;;Diderot;ist auch in der kürzeren Erzählliteratur dokumentiert wie etwa in ;Erzählens;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;Die Selbstthematisierung des <e2>Erzählens</e2><rel>ist auch in der kürzeren Erzählliteratur dokumentiert wie etwa in Diderots >conte< mit dem paradoxen Titel </rel><e1>Ceci n’estpas un conte</e1> (1773).;Ceci n’estpas un conte about Erzählung;about;SH;;Ceci n’estpas un conte;ist auch in der kürzeren Erzählliteratur dokumentiert wie etwa in Diderots >conte< mit dem paradoxen Titel ;Erzählens;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;"Der Realismus des Erzählers und Novellisten Retif <e1>de La Bretonne</e1> nimmt in mancher Hinsicht die soziologisch orientierte Narrativik des 19. Jh.s vorweg, Merciers Tableau de Paris (1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes Les nuits de Paris ou Le spectateur nocturne (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19. Jh. Schule machen wird.";Rétif de la Bretonne topicInterest Wirklichkeit*;topicInterest;SH;*Realismus;de La Bretonne;;Not Found;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;"Der Realismus des Erzählers und Novellisten Retif de La Bretonne nimmt in mancher Hinsicht die soziologisch orientierte Narrativik des 19. Jh.s vorweg, <e1>Mercier</e1>s Tableau de Paris (1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes Les nuits de Paris ou Le spectateur nocturne (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19. Jh. Schule machen wird.";Louis-Sébastien Mercier topicInterest Wirklichkeit;topicInterest;SH;;Mercier;;Not Found;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;"Der Realismus des Erzählers und Novellisten Retif de La Bretonne nimmt in mancher Hinsicht die soziologisch orientierte Narrativik des 19. Jh.s vorweg, Merciers <e1>Tableau de Paris</e1> (1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes Les nuits de Paris ou Le spectateur nocturne (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19. Jh. Schule machen wird.";Tableau de Paris about Wirklichkeit;about;SH;;Tableau de Paris;;Not Found;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;"Der Realismus des Erzählers und Novellisten Retif de La Bretonne nimmt in mancher Hinsicht die soziologisch orientierte Narrativik des 19. Jh.s vorweg, Merciers <e1>Tableau de <e2>Paris<<rel></rel><e2>Paris</e2></e1> (1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes Les nuits de Paris ou Le spectateur nocturne (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19. Jh. Schule machen wird.";Tableau de Paris about Paris*;about;SH;*neues Thema;Tableau de Paris;;Paris;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;"Der Realismus des Erzählers und Novellisten Retif de La Bretonne nimmt in mancher Hinsicht die soziologisch orientierte Narrativik des 19. Jh.s vorweg, <e1>Mercier</e1><rel> Tableau de </rel><e2>Paris</e2> (1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes Les nuits de Paris ou Le spectateur nocturne (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19. Jh. Schule machen wird.";Louis-Sébastien Mercier topicInterest Paris;topicInterest;SH;;Mercier; Tableau de ;Paris;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;"Der Realismus des Erzählers und Novellisten Retif de La Bretonne nimmt in mancher Hinsicht die soziologisch orientierte Narrativik des 19. Jh.s vorweg, Merciers Tableau de <e2>Paris</e2><rel>(1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes </rel><e1>Les nuits de Paris ou Le spectateur nocturne</e1> (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19. Jh. Schule machen wird.";Les nuits de Paris ou Le spectateur nocturne about Paris;about;SH;;Les nuits de Paris ou Le spectateur nocturne;"(1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes ";Paris;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;"Der Realismus des Erzählers und Novellisten Retif <e1>de La Bretonne</e1><rel>nimmt in mancher Hinsicht die soziologisch orientierte Narrativik des 19. Jh.s vorweg, Merciers Tableau de </rel><e2>Paris</e2> (1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes Les nuits de Paris ou Le spectateur nocturne (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19. Jh. Schule machen wird.";Rétif de la Bretonne topicInterest Paris;topicInterest;SH;;de La Bretonne;nimmt in mancher Hinsicht die soziologisch orientierte Narrativik des 19. Jh.s vorweg, Merciers Tableau de ;Paris;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;Das spätere 18. Jh. führt die <e2>Fabeldichtung</e2><rel></rel><e1>La Fontaine</e1>s innovationsfreudig weiter (Claude-Joseph Dorat, Jean-Jacques Boisard), und auch in der poetologischen Reflexion nimmt die Fabel eine wichtige Stellung ein (vgl. auch Lessing).;Jean de La Fontaine topicInterest Fabel;topicInterest;SH;;La Fontaine;;Fabeldichtung;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;Das spätere 18. Jh. führt die <e2>Fabeldichtung</e2><rel>La Fontaines innovationsfreudig weiter (</rel><e1>Claude-Joseph Dorat</e1>, Jean-Jacques Boisard), und auch in der poetologischen Reflexion nimmt die Fabel eine wichtige Stellung ein (vgl. auch Lessing).;Claude-Joseph Dorat topicInterest Fabel;topicInterest;SH;;Claude-Joseph Dorat;La Fontaines innovationsfreudig weiter (;Fabeldichtung;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;Das spätere 18. Jh. führt die <e2>Fabeldichtung</e2><rel>La Fontaines innovationsfreudig weiter (Claude-Joseph Dorat, </rel><e1>Jean-Jacques Boisard</e1>), und auch in der poetologischen Reflexion nimmt die Fabel eine wichtige Stellung ein (vgl. auch Lessing).;Jean-Jacques Boisard topicInterest Fabel;topicInterest;SH;;Jean-Jacques Boisard;La Fontaines innovationsfreudig weiter (Claude-Joseph Dorat, ;Fabeldichtung;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;Das spätere 18. Jh. führt die Fabeldichtung La Fontaines innovationsfreudig weiter (Claude-Joseph Dorat, Jean-Jacques Boisard), und auch in der poetologischen <e2>Reflexion</e2><rel>nimmt die Fabel eine wichtige Stellung ein (vgl. auch </rel><e1>Lessing</e1>).;Gotthold Ephraim Lessing topicInterest Reflexion;topicInterest;SH;;Lessing;nimmt die Fabel eine wichtige Stellung ein (vgl. auch ;Reflexion;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220;Das spätere 18. Jh. führt die <e2>Fabeldichtung</e2><rel>La Fontaines innovationsfreudig weiter (Claude-Joseph Dorat, Jean-Jacques Boisard), und auch in der poetologischen Reflexion nimmt die Fabel eine wichtige Stellung ein (vgl. auch </rel><e1>Lessing</e1>).;Gotthold Ephraim Lessing topicInterest Fabel;topicInterest;SH;;Lessing;La Fontaines innovationsfreudig weiter (Claude-Joseph Dorat, Jean-Jacques Boisard), und auch in der poetologischen Reflexion nimmt die Fabel eine wichtige Stellung ein (vgl. auch ;Fabeldichtung;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220-221;"Viele ""nouvelles"", ""contes"" und ""récits"" haben seit dem ausgehenden 17. Jh. und zumal seit Gallands Übersetzung von <e1>Tausendundeine Nacht</e1><rel>ein </rel><e2>exotisches Setting</e2>: Bildungsreisen, Forschungsexpeditionen bis ans ""Ende der Welt"", die Berichte von Missionaren und weitere Quellen unterschiedlichster Art bringen den Fernen Osten, besonders China, ins Gespräch und in die Literatur, aber auch Japan, Indien, den Nahen Osten, Amerika und die Indianer (Louis Armand Lahontan 1702; Joseph-Francois Lafitau vergleicht sie 1724 mit antiken Völkern), die Südsee (Bougainville), Ägypten (insbesondere im Freimaurertum) und später auch Schwarzafrika; in diesem Kontext wird das Thema Sklaverei zum Auslöser der aufklärerischen Kampagne mit dem Ziel ihrer Abschaffung (Abolitionismus).";Tausendundeine Nacht about Exotik;about;SH;;Tausendundeine Nacht;ein ;exotisches Setting;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220-221;"Viele ""nouvelles"", ""contes"" und ""récits"" haben seit dem ausgehenden 17. Jh. und zumal seit Gallands Übersetzung von <e1>Tausendundeine Nacht</e1> ein exotisches Setting: Bildungsreisen, Forschungsexpeditionen bis ans ""Ende der Welt"", die Berichte von Missionaren und weitere Quellen unterschiedlichster Art bringen den Fernen Osten, besonders China, ins Gespräch und in die Literatur, aber auch Japan, Indien, den Nahen Osten, Amerika und die Indianer (Louis Armand Lahontan 1702; Joseph-Francois Lafitau vergleicht sie 1724 mit antiken Völkern), die Südsee (Bougainville), Ägypten (insbesondere im Freimaurertum) und später auch Schwarzafrika; in diesem Kontext wird das Thema Sklaverei zum Auslöser der aufklärerischen Kampagne mit dem Ziel ihrer Abschaffung (Abolitionismus).";Tausendundeine Nacht about Reisen;about;SH;;Tausendundeine Nacht;;;
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;220-221;"Viele ""nouvelles"", ""contes"" und ""récits"" haben seit dem ausgehenden 17. Jh. und zumal seit Gallands Übersetzung von <e1>Tausendundeine Nacht</e1> ein exotisches Setting: Bildungsreisen, Forschungsexpeditionen bis ans ""Ende der Welt"", die Berichte von Missionaren und weitere Quellen unterschiedlichster Art bringen den Fernen Osten, besonders China, ins Gespräch und in die Literatur, aber auch Japan, Indien, den Nahen Osten, Amerika und die Indianer (Louis Armand Lahontan 1702; Joseph-Francois Lafitau vergleicht sie 1724 mit antiken Völkern), die Südsee (Bougainville), Ägypten (insbesondere im Freimaurertum) und später auch Schwarzafrika; in diesem Kontext wird das Thema Sklaverei zum Auslöser der aufklärerischen Kampagne mit dem Ziel ihrer Abschaffung (Abolitionismus).";Tausendundeine Nacht about Orient;about;SH;;Tausendundeine Nacht;;Not Found;
